date,WS50M,T2M,PS,WS10M
01/01/2015 00:00,7.42,2.8,99.29,3.79
01/01/2015 01:00,7.06,2.24,99.29,3.63
01/01/2015 02:00,6.91,1.71,99.26,3.56
01/01/2015 03:00,7.03,1.24,99.23,3.57
01/01/2015 04:00,6.83,0.7,99.26,3.47
01/01/2015 05:00,6.26,0.13,99.35,3.28
01/01/2015 06:00,6.12,-0.29,99.39,3.25
01/01/2015 07:00,6.31,1.35,99.4,3.9
01/01/2015 08:00,5.31,3.99,99.43,4.89
01/01/2015 09:00,5.04,7.14,99.49,4.41
01/01/2015 10:00,6.89,11.06,99.51,5.93
01/01/2015 11:00,8.14,13.73,99.46,7.03
01/01/2015 12:00,8.65,15.27,99.4,7.5
01/01/2015 13:00,9.27,16.12,99.35,7.99
01/01/2015 14:00,9.96,16.21,99.32,8.49
01/01/2015 15:00,10.2,15.47,99.32,8.45
01/01/2015 16:00,9.55,13.15,99.36,6.38
01/01/2015 17:00,9.58,9.83,99.44,4.99
01/01/2015 18:00,9.68,8.86,99.54,5.27
01/01/2015 19:00,9.72,8.19,99.6,5.68
01/01/2015 20:00,9.83,7.65,99.65,6.19
01/01/2015 21:00,9.82,7.01,99.69,6.3
01/01/2015 22:00,9.67,6.18,99.7,6.05
01/01/2015 23:00,9.42,5.13,99.7,5.6
02/01/2015 00:00,9.32,4.15,99.7,5.45
02/01/2015 01:00,9.29,3.31,99.69,5.56
02/01/2015 02:00,9.2,2.55,99.66,5.68
02/01/2015 03:00,9.05,1.86,99.67,5.66
02/01/2015 04:00,8.86,1.29,99.7,5.52
02/01/2015 05:00,8.68,0.84,99.76,5.41
02/01/2015 06:00,8.49,0.44,99.83,5.29
02/01/2015 07:00,7.86,1.09,99.9,6.05
02/01/2015 08:00,6.39,3.19,99.97,5.79
02/01/2015 09:00,7.49,6.92,100.03,6.2
02/01/2015 10:00,9.28,10.9,100,7.93
02/01/2015 11:00,8.36,12.98,99.93,7.26
02/01/2015 12:00,7.71,14.35,99.85,6.73
02/01/2015 13:00,7.51,15.18,99.78,6.54
02/01/2015 14:00,7.63,15.43,99.73,6.6
02/01/2015 15:00,7.96,15.05,99.71,6.65
02/01/2015 16:00,8.23,12.41,99.72,4.66
02/01/2015 17:00,9.51,9.2,99.76,4.78
02/01/2015 18:00,10.2,8.48,99.82,5.67
02/01/2015 19:00,10.08,7.56,99.87,5.93
02/01/2015 20:00,9.71,6.55,99.89,5.66
02/01/2015 21:00,9.47,5.65,99.9,5.36
02/01/2015 22:00,9.33,4.94,99.89,5.24
02/01/2015 23:00,9.22,4.29,99.89,5.15
03/01/2015 00:00,9.13,3.69,99.89,5.06
03/01/2015 01:00,9,3.12,99.9,4.91
03/01/2015 02:00,8.9,2.61,99.9,4.81
03/01/2015 03:00,8.88,2.17,99.88,4.85
03/01/2015 04:00,8.84,1.76,99.9,4.91
03/01/2015 05:00,8.76,1.37,99.94,4.91
03/01/2015 06:00,8.64,0.97,100,4.86
03/01/2015 07:00,7.95,1.96,100.05,5.77
03/01/2015 08:00,6.21,4.26,100.11,5.62
03/01/2015 09:00,6.67,7.86,100.15,5.64
03/01/2015 10:00,9.54,11.85,100.11,8.05
03/01/2015 11:00,9.19,14.1,100.01,7.96
03/01/2015 12:00,8.41,15.59,99.91,7.32
03/01/2015 13:00,7.92,16.49,99.84,6.89
03/01/2015 14:00,7.71,16.75,99.78,6.65
03/01/2015 15:00,7.59,16.25,99.76,6.23
03/01/2015 16:00,7.76,13.03,99.78,4.1
03/01/2015 17:00,8.97,9.72,99.81,4.42
03/01/2015 18:00,10.01,9.02,99.86,5.08
03/01/2015 19:00,10.43,8.28,99.91,5.71
03/01/2015 20:00,10.46,7.41,99.96,6.07
03/01/2015 21:00,10.18,6.5,99.97,6
03/01/2015 22:00,9.93,5.58,99.96,5.79
03/01/2015 23:00,9.61,4.72,99.93,5.55
04/01/2015 00:00,9.48,3.99,99.9,5.48
04/01/2015 01:00,9.31,3.34,99.86,5.35
04/01/2015 02:00,9.01,2.65,99.83,5.03
04/01/2015 03:00,8.81,2.02,99.83,4.84
04/01/2015 04:00,8.83,1.58,99.85,4.96
04/01/2015 05:00,8.99,1.3,99.89,5.33
04/01/2015 06:00,9.05,0.99,99.91,5.63
04/01/2015 07:00,8.45,1.75,99.94,6.45
04/01/2015 08:00,6.95,4.03,99.98,6.28
04/01/2015 09:00,6.6,7.71,99.96,5.8
04/01/2015 10:00,8.19,12.35,99.87,6.99
04/01/2015 11:00,7.04,15.04,99.74,6.18
04/01/2015 12:00,5.93,16.67,99.62,5.23
04/01/2015 13:00,5.23,17.73,99.53,4.63
04/01/2015 14:00,4.95,18.2,99.46,4.37
04/01/2015 15:00,5.02,17.8,99.44,4.02
04/01/2015 16:00,6.25,13.6,99.44,3.29
04/01/2015 17:00,8.31,10.19,99.46,4.29
04/01/2015 18:00,9.58,9.27,99.5,4.99
04/01/2015 19:00,9.9,8.35,99.54,5.48
04/01/2015 20:00,9.72,7.3,99.55,5.4
04/01/2015 21:00,9.4,6.29,99.54,5.04
04/01/2015 22:00,9.1,5.44,99.52,4.76
04/01/2015 23:00,8.9,4.73,99.48,4.62
05/01/2015 00:00,8.83,4.16,99.44,4.58
05/01/2015 01:00,8.52,3.57,99.42,4.34
05/01/2015 02:00,8.02,2.96,99.4,4
05/01/2015 03:00,7.63,2.45,99.37,3.79
05/01/2015 04:00,7.32,1.99,99.37,3.66
05/01/2015 05:00,7.17,1.59,99.38,3.6
05/01/2015 06:00,7.15,1.23,99.39,3.59
05/01/2015 07:00,6.73,2.91,99.43,3.91
05/01/2015 08:00,4.88,5.83,99.47,4.45
05/01/2015 09:00,3.37,8.87,99.48,3.15
05/01/2015 10:00,3.88,13.35,99.42,3.4
05/01/2015 11:00,3.54,16.15,99.34,3.19
05/01/2015 12:00,3.32,17.88,99.26,3.02
05/01/2015 13:00,3.73,18.94,99.16,3.41
05/01/2015 14:00,4.04,19.31,99.11,3.7
05/01/2015 15:00,4.45,18.71,99.1,3.76
05/01/2015 16:00,6.2,14.43,99.12,3.21
05/01/2015 17:00,8.3,10.62,99.12,4.2
05/01/2015 18:00,9.01,9.48,99.13,4.56
05/01/2015 19:00,8.75,8.51,99.14,4.47
05/01/2015 20:00,8.2,7.63,99.12,4.19
05/01/2015 21:00,7.79,6.94,99.11,3.97
05/01/2015 22:00,7.58,6.35,99.09,3.87
05/01/2015 23:00,7.4,5.62,99.06,3.78
06/01/2015 00:00,7.22,5.05,99.03,3.7
06/01/2015 01:00,6.78,4.5,99.01,3.56
06/01/2015 02:00,6.61,4.19,98.99,3.5
06/01/2015 03:00,6.46,3.88,98.96,3.46
06/01/2015 04:00,5.93,3.44,98.98,3.33
06/01/2015 05:00,5.73,3.23,99.01,3.26
06/01/2015 06:00,5.57,3.44,99.05,3.15
06/01/2015 07:00,5.47,5.21,99.1,2.87
06/01/2015 08:00,4.41,8.28,99.16,3.8
06/01/2015 09:00,3.09,10.02,99.19,2.89
06/01/2015 10:00,2.65,12.15,99.14,2.51
06/01/2015 11:00,2.55,15.54,99.06,2.33
06/01/2015 12:00,2.39,17.44,98.99,2.25
06/01/2015 13:00,2.76,18.13,98.93,2.62
06/01/2015 14:00,3.05,17.8,98.89,2.73
06/01/2015 15:00,3.59,15.67,98.87,2.13
06/01/2015 16:00,4.45,13.69,98.85,2.64
06/01/2015 17:00,4.74,12.75,98.86,2.86
06/01/2015 18:00,5.17,12.55,98.87,3.06
06/01/2015 19:00,5.37,12.33,98.87,3.14
06/01/2015 20:00,5.18,11.87,98.9,3.04
06/01/2015 21:00,4.84,10.98,98.93,2.9
06/01/2015 22:00,4.65,10.04,98.93,2.8
06/01/2015 23:00,4.46,9.6,98.93,2.65
07/01/2015 00:00,4.18,9.66,98.92,2.5
07/01/2015 01:00,4.26,9.1,98.9,2.5
07/01/2015 02:00,4.79,8.44,98.87,2.74
07/01/2015 03:00,5.64,7.98,98.83,3.07
07/01/2015 04:00,6.34,7.49,98.84,3.34
07/01/2015 05:00,6.81,7.05,98.87,3.52
07/01/2015 06:00,6.87,6.95,98.92,3.5
07/01/2015 07:00,6.42,8.14,99,3.5
07/01/2015 08:00,5.02,10.44,99.08,4.28
07/01/2015 09:00,3.6,12.62,99.12,3.31
07/01/2015 10:00,3.25,15.8,99.1,2.81
07/01/2015 11:00,2.44,18.2,99.06,2.13
07/01/2015 12:00,1.93,19.52,98.96,1.61
07/01/2015 13:00,2.04,20.21,98.88,1.71
07/01/2015 14:00,1.67,20.19,98.87,1.38
07/01/2015 15:00,0.44,19.12,98.9,0.31
07/01/2015 16:00,1.09,17.58,98.95,0.79
07/01/2015 17:00,2.5,15.47,99.05,1.71
07/01/2015 18:00,3.19,14.09,99.12,2.09
07/01/2015 19:00,3.36,13.14,99.13,2.19
07/01/2015 20:00,3.81,12.3,99.16,2.39
07/01/2015 21:00,4.06,11.84,99.17,2.47
07/01/2015 22:00,4.06,11.51,99.19,2.43
07/01/2015 23:00,3.83,11.29,99.19,2.31
08/01/2015 00:00,3.79,10.9,99.17,2.28
08/01/2015 01:00,4.02,10.34,99.14,2.39
08/01/2015 02:00,4.48,9.89,99.13,2.58
08/01/2015 03:00,5.07,9.65,99.11,2.79
08/01/2015 04:00,5.84,9.44,99.12,3.01
08/01/2015 05:00,6.49,9.32,99.16,3.25
08/01/2015 06:00,6.51,9.21,99.22,3.31
08/01/2015 07:00,6.02,9.6,99.31,3.61
08/01/2015 08:00,4.87,10.53,99.42,4.06
08/01/2015 09:00,4.22,11.43,99.48,3.86
08/01/2015 10:00,4.45,12.76,99.46,4.09
08/01/2015 11:00,4.72,14.32,99.39,4.3
08/01/2015 12:00,5.56,16.01,99.31,4.92
08/01/2015 13:00,6.22,16.94,99.28,5.41
08/01/2015 14:00,6.54,17.22,99.29,5.33
08/01/2015 15:00,6.97,16.53,99.35,4.42
08/01/2015 16:00,7.64,14.98,99.42,4.02
08/01/2015 17:00,8.23,13.77,99.51,4.26
08/01/2015 18:00,8.5,13.33,99.58,4.64
08/01/2015 19:00,8.42,12.77,99.63,4.71
08/01/2015 20:00,8.45,12.32,99.62,4.96
08/01/2015 21:00,8.5,11.88,99.59,5.22
08/01/2015 22:00,8.53,11.48,99.56,5.4
08/01/2015 23:00,8.65,11.16,99.53,5.75
09/01/2015 00:00,8.95,10.95,99.51,6.27
09/01/2015 01:00,9.17,10.83,99.49,6.53
09/01/2015 02:00,10.03,11.15,99.51,7.01
09/01/2015 03:00,11.34,11.76,99.5,8.18
09/01/2015 04:00,12.35,12.31,99.5,9
09/01/2015 05:00,12.7,12.61,99.54,9.27
09/01/2015 06:00,12.03,12.42,99.58,8.91
09/01/2015 07:00,11.2,12.16,99.62,8.45
09/01/2015 08:00,10.23,12.61,99.68,8.22
09/01/2015 09:00,10.42,13.94,99.71,8.51
09/01/2015 10:00,12.01,16.23,99.67,9.83
09/01/2015 11:00,12.45,18.69,99.57,10.32
09/01/2015 12:00,12.41,20.57,99.49,10.32
09/01/2015 13:00,11.9,21.42,99.45,9.91
09/01/2015 14:00,10.86,21.18,99.48,8.91
09/01/2015 15:00,9.48,20.02,99.55,7
09/01/2015 16:00,9.18,17.68,99.63,5.21
09/01/2015 17:00,10.02,15.76,99.69,5.49
09/01/2015 18:00,10.35,15.13,99.76,6.28
09/01/2015 19:00,10.03,14.21,99.79,6.46
09/01/2015 20:00,10.06,13.17,99.81,6.9
09/01/2015 21:00,10.05,12.11,99.82,7.07
09/01/2015 22:00,9.95,10.9,99.82,6.73
09/01/2015 23:00,9.88,9.91,99.81,6.52
10/01/2015 00:00,9.93,9.27,99.79,6.64
10/01/2015 01:00,9.93,8.73,99.78,6.72
10/01/2015 02:00,9.87,8.18,99.75,6.72
10/01/2015 03:00,9.77,7.58,99.72,6.74
10/01/2015 04:00,9.74,6.99,99.72,6.81
10/01/2015 05:00,9.76,6.5,99.75,6.9
10/01/2015 06:00,9.65,6.13,99.78,6.83
10/01/2015 07:00,9.24,6.73,99.82,7.31
10/01/2015 08:00,8.25,9.08,99.86,7.32
10/01/2015 09:00,8.92,13.14,99.89,7.67
10/01/2015 10:00,10.44,17.96,99.83,8.89
10/01/2015 11:00,10.35,21.36,99.68,8.84
10/01/2015 12:00,9.59,23.4,99.53,8.24
10/01/2015 13:00,8.58,24.48,99.42,7.39
10/01/2015 14:00,7.62,24.77,99.38,6.51
10/01/2015 15:00,6.63,23.89,99.37,4.82
10/01/2015 16:00,6.76,19.41,99.4,3.48
10/01/2015 17:00,8.28,16.05,99.45,4.26
10/01/2015 18:00,9.53,15.08,99.5,4.82
10/01/2015 19:00,10,14.07,99.54,5.42
10/01/2015 20:00,9.81,12.87,99.54,5.56
10/01/2015 21:00,9.07,11.44,99.55,5.01
10/01/2015 22:00,8.57,10.27,99.56,4.6
10/01/2015 23:00,8.39,9.43,99.54,4.53
11/01/2015 00:00,8.39,8.87,99.53,4.75
11/01/2015 01:00,8.38,8.56,99.5,5.19
11/01/2015 02:00,8.08,8.21,99.46,5.24
11/01/2015 03:00,7.64,7.86,99.44,5.16
11/01/2015 04:00,7.49,7.43,99.45,5.2
11/01/2015 05:00,7.56,6.83,99.46,5.2
11/01/2015 06:00,7.44,6.24,99.48,5
11/01/2015 07:00,6.78,6.69,99.51,5.52
11/01/2015 08:00,5.56,8.6,99.55,5.09
11/01/2015 09:00,4.88,11.62,99.58,4.49
11/01/2015 10:00,6.19,15.23,99.52,5.3
11/01/2015 11:00,6.48,17.8,99.42,5.55
11/01/2015 12:00,5.95,19.45,99.33,5.13
11/01/2015 13:00,5.9,20.67,99.31,5.13
11/01/2015 14:00,6.74,21,99.3,5.84
11/01/2015 15:00,7.61,20.33,99.3,6.1
11/01/2015 16:00,8.45,18.21,99.32,5.3
11/01/2015 17:00,9.53,15.79,99.41,5.79
11/01/2015 18:00,9.68,14.65,99.49,6.63
11/01/2015 19:00,9.55,13.63,99.49,6.6
11/01/2015 20:00,9.33,12.53,99.46,5.89
11/01/2015 21:00,9.04,12.05,99.45,5.57
11/01/2015 22:00,8.45,11.69,99.41,4.92
11/01/2015 23:00,7.63,11.28,99.37,4.08
12/01/2015 00:00,6.92,10.98,99.36,3.48
12/01/2015 01:00,7.04,11.02,99.33,3.54
12/01/2015 02:00,7.96,11.28,99.24,4.25
12/01/2015 03:00,8.66,11.49,99.14,5.04
12/01/2015 04:00,8.92,11.58,99.09,5.64
12/01/2015 05:00,8.7,11.26,99.11,5.38
12/01/2015 06:00,8.32,10.79,99.15,4.89
12/01/2015 07:00,7.72,11.51,99.19,5.33
12/01/2015 08:00,7.04,13.51,99.25,5.87
12/01/2015 09:00,6.39,16.6,99.32,5.43
12/01/2015 10:00,7.08,20.72,99.31,5.96
12/01/2015 11:00,7.21,23.31,99.21,6.15
12/01/2015 12:00,6.59,24.75,99.11,5.67
12/01/2015 13:00,6.06,25.56,99.05,5.23
12/01/2015 14:00,5.82,25.85,99.01,4.97
12/01/2015 15:00,5.38,25.2,99,4
12/01/2015 16:00,5.33,21.04,99.03,2.97
12/01/2015 17:00,6.65,17.67,99.06,3.76
12/01/2015 18:00,7.83,16.62,99.1,4.06
12/01/2015 19:00,8.36,15.64,99.14,4.16
12/01/2015 20:00,9.11,14.89,99.15,4.47
12/01/2015 21:00,9.17,13.96,99.16,4.56
12/01/2015 22:00,9.09,12.95,99.16,4.59
12/01/2015 23:00,9.19,12.3,99.13,4.82
13/01/2015 00:00,9.26,11.9,99.11,5.28
13/01/2015 01:00,9.18,10.98,99.1,5.21
13/01/2015 02:00,9.18,11.13,99.08,5.96
13/01/2015 03:00,9.1,10.38,99,5.65
13/01/2015 04:00,8.85,9.6,99.01,5.04
13/01/2015 05:00,8.87,9.78,99.04,5.36
13/01/2015 06:00,8.44,10.09,99.09,5.17
13/01/2015 07:00,7.64,11.1,99.13,5.42
13/01/2015 08:00,6.4,12.77,99.17,5.39
13/01/2015 09:00,5.83,14.88,99.2,4.98
13/01/2015 10:00,7.57,17.99,99.18,6.13
13/01/2015 11:00,8.64,21.05,99.09,7.12
13/01/2015 12:00,8.14,22.54,98.99,6.74
13/01/2015 13:00,7.29,23,98.92,5.95
13/01/2015 14:00,6.82,22.76,98.86,5.05
13/01/2015 15:00,6.55,21.25,98.83,3.76
13/01/2015 16:00,6.21,18.69,98.84,3.18
13/01/2015 17:00,5.95,16.68,98.87,3.3
13/01/2015 18:00,5.75,15.62,98.92,3.3
13/01/2015 19:00,5.99,15.12,98.93,3.33
13/01/2015 20:00,6.74,14.83,98.94,3.49
13/01/2015 21:00,7.47,14.63,98.94,3.69
13/01/2015 22:00,7.97,14.42,98.94,3.95
13/01/2015 23:00,8,14.08,98.91,4
14/01/2015 00:00,7.87,13.67,98.89,3.98
14/01/2015 01:00,7.61,13.19,98.89,3.82
14/01/2015 02:00,7.51,12.69,98.87,3.81
14/01/2015 03:00,7.42,12.12,98.85,3.79
14/01/2015 04:00,7.27,11.53,98.86,3.73
14/01/2015 05:00,7.29,11.05,98.91,3.84
14/01/2015 06:00,7.27,10.62,98.96,3.99
14/01/2015 07:00,6.94,11.21,99,5.01
14/01/2015 08:00,5.79,12.73,99.04,5.16
14/01/2015 09:00,5.19,15.08,99.08,4.65
14/01/2015 10:00,6.27,18.69,99.05,5.44
14/01/2015 11:00,6.1,21.84,98.98,5.31
14/01/2015 12:00,5.34,23.91,98.89,4.71
14/01/2015 13:00,4.5,24.8,98.83,3.96
14/01/2015 14:00,3.86,24.91,98.81,3.35
14/01/2015 15:00,3.15,24.03,98.8,2.22
14/01/2015 16:00,2.76,21.23,98.8,1.79
14/01/2015 17:00,3.42,18.59,98.82,2.28
14/01/2015 18:00,4.7,16.66,98.85,2.92
14/01/2015 19:00,5.59,15.33,98.86,3.29
14/01/2015 20:00,6.15,14.62,98.87,3.45
14/01/2015 21:00,6.68,14.07,98.88,3.5
14/01/2015 22:00,7.05,13.19,98.87,3.66
14/01/2015 23:00,7.17,12.05,98.85,3.7
15/01/2015 00:00,6.92,11.18,98.83,3.52
15/01/2015 01:00,6.45,10.37,98.82,3.27
15/01/2015 02:00,6.08,9.85,98.8,3.1
15/01/2015 03:00,5.98,9.6,98.78,3.02
15/01/2015 04:00,6.02,9.3,98.77,3.02
15/01/2015 05:00,6.08,8.83,98.8,3.05
15/01/2015 06:00,6.16,8.43,98.82,3.1
15/01/2015 07:00,5.87,9.9,98.84,3.44
15/01/2015 08:00,4.23,12.3,98.88,3.86
15/01/2015 09:00,3.28,15.27,98.93,2.89
15/01/2015 10:00,3.19,18.44,98.92,2.89
15/01/2015 11:00,2.85,20.57,98.85,2.67
15/01/2015 12:00,2.91,22.09,98.76,2.77
15/01/2015 13:00,3.19,23.01,98.72,3.03
15/01/2015 14:00,3.47,23.17,98.69,3.25
15/01/2015 15:00,3.72,22.53,98.67,3.32
15/01/2015 16:00,4.16,19.2,98.67,2.43
15/01/2015 17:00,4.46,15.92,98.7,2.79
15/01/2015 18:00,4.26,14.8,98.74,2.72
15/01/2015 19:00,3.75,14.23,98.74,2.47
15/01/2015 20:00,3.11,14,98.74,2.13
15/01/2015 21:00,2.51,13.9,98.73,1.78
15/01/2015 22:00,2.04,13.76,98.69,1.49
15/01/2015 23:00,1.66,13.56,98.64,1.24
16/01/2015 00:00,1.36,13.16,98.61,1.02
16/01/2015 01:00,1.2,12.69,98.59,0.91
16/01/2015 02:00,1.27,12.14,98.58,0.96
16/01/2015 03:00,1.5,11.54,98.56,1.12
16/01/2015 04:00,1.73,10.81,98.57,1.29
16/01/2015 05:00,1.83,10.21,98.6,1.35
16/01/2015 06:00,1.77,9.8,98.63,1.31
16/01/2015 07:00,1.55,10.3,98.65,1.13
16/01/2015 08:00,1.05,12.4,98.68,0.94
16/01/2015 09:00,0.36,14.51,98.73,0.39
16/01/2015 10:00,1.55,18.62,98.71,1.25
16/01/2015 11:00,2.74,21.14,98.62,2.45
16/01/2015 12:00,3.85,22.58,98.53,3.51
16/01/2015 13:00,4.33,22.87,98.46,3.94
16/01/2015 14:00,4.37,22.64,98.42,3.95
16/01/2015 15:00,4.2,21.98,98.39,3.62
16/01/2015 16:00,3.81,19.19,98.38,2.25
16/01/2015 17:00,3.21,17.06,98.4,2.11
16/01/2015 18:00,2.48,16.61,98.44,1.71
16/01/2015 19:00,2.34,16.05,98.44,1.64
16/01/2015 20:00,2.87,15.15,98.44,1.98
16/01/2015 21:00,3.23,14.33,98.42,2.2
16/01/2015 22:00,3.47,13.68,98.41,2.34
16/01/2015 23:00,3.73,13.01,98.36,2.5
17/01/2015 00:00,3.87,12.41,98.33,2.59
17/01/2015 01:00,3.9,11.97,98.3,2.6
17/01/2015 02:00,3.86,11.61,98.26,2.57
17/01/2015 03:00,3.76,11.17,98.21,2.52
17/01/2015 04:00,3.66,10.65,98.2,2.46
17/01/2015 05:00,3.77,10.05,98.22,2.5
17/01/2015 06:00,4.03,9.26,98.25,2.62
17/01/2015 07:00,4.21,9.81,98.29,2.54
17/01/2015 08:00,3.51,13.19,98.35,2.81
17/01/2015 09:00,2.86,15.56,98.41,2.48
17/01/2015 10:00,3.33,17.9,98.4,3.03
17/01/2015 11:00,3.5,19.44,98.32,3.28
17/01/2015 12:00,3.82,20.39,98.23,3.63
17/01/2015 13:00,4.42,20.73,98.19,4.22
17/01/2015 14:00,5.23,20.28,98.19,4.92
17/01/2015 15:00,6.52,19.03,98.22,5.83
17/01/2015 16:00,8.32,16.71,98.28,6.2
17/01/2015 17:00,9.8,13.97,98.37,6.56
17/01/2015 18:00,10.16,12.52,98.47,7.25
17/01/2015 19:00,9.96,11.27,98.55,7.2
17/01/2015 20:00,9.64,10.17,98.62,6.98
17/01/2015 21:00,9.18,9.15,98.66,6.57
17/01/2015 22:00,8.78,8.18,98.68,6.24
17/01/2015 23:00,8.56,7.3,98.68,6.06
18/01/2015 00:00,8.47,6.51,98.68,5.96
18/01/2015 01:00,8.45,5.82,98.67,5.87
18/01/2015 02:00,8.34,5.15,98.65,5.67
18/01/2015 03:00,8.25,4.51,98.63,5.53
18/01/2015 04:00,8.08,3.87,98.63,5.33
18/01/2015 05:00,7.79,3.29,98.66,4.95
18/01/2015 06:00,7.42,2.77,98.71,4.53
18/01/2015 07:00,6.62,3.73,98.73,5.41
18/01/2015 08:00,5.53,5.94,98.77,4.95
18/01/2015 09:00,7.2,9.9,98.79,6.14
18/01/2015 10:00,6.73,13.27,98.74,6.01
18/01/2015 11:00,4.99,15.48,98.64,4.59
18/01/2015 12:00,3.65,16.84,98.55,3.46
18/01/2015 13:00,2.98,17.51,98.46,2.9
18/01/2015 14:00,2.82,17.4,98.41,2.77
18/01/2015 15:00,3.27,16.65,98.37,3.08
18/01/2015 16:00,5.02,14.58,98.35,2.75
18/01/2015 17:00,7.14,12.28,98.36,3.63
18/01/2015 18:00,7.75,11.81,98.38,4.61
18/01/2015 19:00,7.31,10.85,98.38,4.35
18/01/2015 20:00,6.86,9.91,98.37,3.83
18/01/2015 21:00,6.54,9.09,98.37,3.46
18/01/2015 22:00,6.17,8.3,98.35,3.16
18/01/2015 23:00,5.74,7.48,98.29,2.94
19/01/2015 00:00,5.33,6.48,98.23,2.87
19/01/2015 01:00,4.96,5.59,98.15,2.84
19/01/2015 02:00,4.64,4.95,98.06,2.78
19/01/2015 03:00,4.23,4.64,97.98,2.63
19/01/2015 04:00,3.87,4.62,97.93,2.48
19/01/2015 05:00,3.81,4.86,97.93,2.43
19/01/2015 06:00,4.11,4.89,97.93,2.55
19/01/2015 07:00,4.57,6.71,97.91,2.59
19/01/2015 08:00,4.24,9.85,97.9,3.89
19/01/2015 09:00,4.67,13.2,97.89,4.17
19/01/2015 10:00,6.67,16.21,97.82,5.88
19/01/2015 11:00,8.25,17.79,97.69,7.24
19/01/2015 12:00,9.34,18.74,97.53,8.15
19/01/2015 13:00,10.15,19.21,97.39,8.78
19/01/2015 14:00,10.8,19.25,97.31,9.18
19/01/2015 15:00,10.98,18.78,97.28,9.02
19/01/2015 16:00,10.13,17.15,97.29,6.86
19/01/2015 17:00,9.98,14.34,97.31,5.12
19/01/2015 18:00,10.08,14.44,97.32,5.76
19/01/2015 19:00,9.68,14.45,97.34,6.08
19/01/2015 20:00,8.96,13.71,97.36,5.74
19/01/2015 21:00,8.67,12.87,97.41,5.73
19/01/2015 22:00,9.2,11.62,97.46,6.15
19/01/2015 23:00,9.19,10.23,97.49,6.21
20/01/2015 00:00,8.98,8.82,97.53,6.08
20/01/2015 01:00,9.21,7.66,97.59,6.23
20/01/2015 02:00,8.99,6.84,97.62,6.01
20/01/2015 03:00,8.36,6.01,97.62,5.29
20/01/2015 04:00,7.71,5.26,97.65,4.62
20/01/2015 05:00,7.08,4.5,97.71,3.83
20/01/2015 06:00,6.59,3.86,97.77,3.39
20/01/2015 07:00,5.58,5.01,97.8,4.44
20/01/2015 08:00,4.36,7.15,97.83,3.92
20/01/2015 09:00,5.47,10.63,97.88,4.66
20/01/2015 10:00,6.15,13.89,97.89,5.44
20/01/2015 11:00,5.91,15.51,97.83,5.3
20/01/2015 12:00,5.71,16.59,97.76,5.16
20/01/2015 13:00,5.58,17.23,97.73,5.04
20/01/2015 14:00,5.44,17.36,97.73,4.9
20/01/2015 15:00,5.2,16.9,97.74,4.62
20/01/2015 16:00,4.74,15.06,97.75,3.06
20/01/2015 17:00,4.43,11.61,97.78,2.68
20/01/2015 18:00,4.11,10.8,97.83,2.59
20/01/2015 19:00,3.83,10.24,97.87,2.47
20/01/2015 20:00,3.63,9.73,97.92,2.38
20/01/2015 21:00,3.45,9.27,97.95,2.28
20/01/2015 22:00,3.2,8.9,97.95,2.16
20/01/2015 23:00,2.96,8.55,97.95,2.02
21/01/2015 00:00,2.76,8.2,97.94,1.91
21/01/2015 01:00,2.59,7.84,97.94,1.82
21/01/2015 02:00,2.7,7.27,97.91,1.89
21/01/2015 03:00,2.99,6.57,97.87,2.07
21/01/2015 04:00,3.46,5.78,97.85,2.32
21/01/2015 05:00,4.15,4.9,97.87,2.67
21/01/2015 06:00,4.87,4.25,97.9,2.99
21/01/2015 07:00,5.36,6.36,97.93,2.98
21/01/2015 08:00,4.29,9.81,97.97,3.89
21/01/2015 09:00,2.69,13.36,98.04,2.61
21/01/2015 10:00,2.47,16.43,98.05,2.28
21/01/2015 11:00,3.06,17.54,98,2.82
21/01/2015 12:00,3.74,18.23,97.92,3.43
21/01/2015 13:00,4.51,18.55,97.87,4.09
21/01/2015 14:00,5.18,18.47,97.87,4.63
21/01/2015 15:00,5.53,17.93,97.88,4.81
21/01/2015 16:00,5.36,15.98,97.92,3.28
21/01/2015 17:00,4.76,12.94,97.99,2.79
21/01/2015 18:00,3.71,12.69,98.06,2.35
21/01/2015 19:00,2.79,12.55,98.11,1.88
21/01/2015 20:00,2.78,11.87,98.16,1.87
21/01/2015 21:00,3.76,10.53,98.19,2.35
21/01/2015 22:00,5.22,8.89,98.22,2.97
21/01/2015 23:00,6.58,7.57,98.24,3.45
22/01/2015 00:00,7.21,6.65,98.26,3.58
22/01/2015 01:00,7.17,5.94,98.28,3.55
22/01/2015 02:00,6.98,5.29,98.3,3.5
22/01/2015 03:00,6.91,4.67,98.33,3.5
22/01/2015 04:00,6.58,4.01,98.36,3.39
22/01/2015 05:00,5.75,3.33,98.43,3.16
22/01/2015 06:00,4.65,2.89,98.5,2.78
22/01/2015 07:00,3.61,5.02,98.56,2.28
22/01/2015 08:00,2.27,7.78,98.6,2.15
22/01/2015 09:00,1.35,10.88,98.65,1.22
22/01/2015 10:00,3.19,15.63,98.65,2.63
22/01/2015 11:00,4.6,18.25,98.58,4.13
22/01/2015 12:00,5.28,19.17,98.46,4.75
22/01/2015 13:00,5.84,19.58,98.36,5.21
22/01/2015 14:00,6.14,19.55,98.32,5.42
